timestamp,user,ai,combined_prompt,client_id,workshop_id,language,conversation_id,user_surprise,ai_surprise,user_entropy,ai_entropy,user_transience,ai_transience
2025-10-27 20:38:15.642000+00:00,asdkj kjalsdfljk aljksdfljk alsjkdfhjasjhldfjhkas ld,modelType is required,asdkj kjalsdfljk aljksdfljk alsjkdfhjasjhldfjhkas ldmodelType is required,test_1,1,,,6.953046875,12.671875,173.826171875,50.6875,0.0,0.0
2025-10-28 18:04:16.047000+00:00,dslfæ ælaslædf læasdlæf alæsdfæl aslædfa,API rejected the request (see console).,dslfæ ælaslædf læasdlæf alæsdfæl aslædfaAPI rejected the request (see console).,2,1,,,7.147938603940218,9.73828125,164.402587890625,77.90625,0.0,0.0
2025-10-29 13:04:59.469000+00:00,sdfælka sklædf klæasdæklf ækalsdfkl asældfk a,"Es scheint, als hättest du versehentlich eine unleserliche Nachricht gesendet. Möchtest du eine fiktive","sdfælka sklædf klæasdæklf ækalsdfkl asældfk aEs scheint, als hättest du versehentlich eine unleserliche Nachricht gesendet. Möchtest du eine fiktive",1,0,,conv_69020f4073948193a068825871d490d90523544a3f036e37,9.900146484375,4.949892316545759,237.603515625,138.59698486328125,0.0,0.0
2025-10-29 13:07:16.801000+00:00,saklædfa sækldfækl sadæfl asdf asdfas,"Es scheint, als ob du versehentlich eine Eingabe gemacht hast. Möchtest du eine Geschichte über eine Zukunft im Kunstmuseum beginnen","saklædfa sækldfækl sadæfl asdf asdfasEs scheint, als ob du versehentlich eine Eingabe gemacht hast. Möchtest du eine Geschichte über eine Zukunft im Kunstmuseum beginnen",1,0,,conv_6902116e60dc8194b4c3088ae909900504703fa37c39f453,10.225477430555555,5.406054496765137,184.05859375,172.99374389648438,0.0,0.0
2025-10-29 15:14:21.169000+00:00,sadf asdfækl asdlækf klæasdæklf aæksdfækl askld,"Es scheint, als hättest du versehentlich ein paar zufällige Buchstaben eingegeben. Möchtest du eine neue Geschichte","sadf asdfækl asdlækf klæasdæklf aæksdfækl askldEs scheint, als hättest du versehentlich ein paar zufällige Buchstaben eingegeben. Möchtest du eine neue Geschichte",1,0,,conv_69022f1849588197a0371bd49cbeeb4f049637066663ceb5,7.7509765625,4.416931013907155,186.0234375,136.92486143112183,0.0,0.0
2025-10-30 19:36:37.263000+00:00,agapülaopkgopakgaopgkopaopkaopgkopakgkapg,"I'm sorry, it seems like there was a mix-up. Could you please provide the object you'd like the story to focus on?","agapülaopkgopakgaopgkopaopkaopgkopakgkapgI'm sorry, it seems like there was a mix-up. Could you please provide the object you'd like the story to focus on?",2,3,,conv_6903b9cbf8b881948b114884f5b1b6b30a7761d9c591bf30,8.079613095238095,3.6494244166782925,169.671875,102.18388366699219,0.0,0.0
2025-10-30 19:38:19.552000+00:00,gopsopgopsgksgsgösglplsgpülsgsgsg,"Es tut mir leid, ich verstehe nicht ganz. Könntest du bitte einen Satz schreiben, um unsere Geschichte zu beginnen?","gopsopgopsgksgsgösglplsgpülsgsgsgEs tut mir leid, ich verstehe nicht ganz. Könntest du bitte einen Satz schreiben, um unsere Geschichte zu beginnen?",2,1,,conv_6903be91cb0081979f0158c33691855c0c94dab8bbaaa414,8.09375,3.28384068608284,153.78125,105.08290195465088,0.0,0.0
2025-10-30 21:46:11.243000+00:00,jajajaajajajdjeijfijaoijoifjeoajfiojioja,It seems like there might be a typo or some random text. Could you please clarify or start the story with an object you'd like to,jajajaajajajdjeijfijaoijoifjeoajfiojiojaIt seems like there might be a typo or some random text. Could you please clarify or start the story with an object you'd like to,2,3,,conv_6903dc62d18c8194950c24b8cfe3d41d0dd2daa49e19b9fa,6.8742897727272725,4.131586347307477,151.234375,115.68441772460938,0.0,0.0
2025-10-31 09:04:34.775000+00:00,dsfklaskjldf jlasdjkf jklasdljkf ljkasdfljkas,"Es scheint, als hättest du ein paar Tasten zufällig gedrückt. Möchtest du mit einer Geschichte beginnen? Vielleicht möchtest","dsfklaskjldf jlasdjkf jklasdljkf ljkasdfljkasEs scheint, als hättest du ein paar Tasten zufällig gedrückt. Möchtest du mit einer Geschichte beginnen? Vielleicht möchtest",2,3,,conv_69047b8230ec81978e293aa69f2995920a957af157320d7c,6.353352864583333,3.743184940235035,152.48046875,138.4978427886963,0.0,0.0
2025-10-31 09:07:30.881000+00:00,asdfksalkjdfkj asjkldfljk asjkdlflj kasdf,It seems like there might have been a mix-up. Could you please provide a specific object or idea for the story?,asdfksalkjdfkj asjkldfljk asjkdlflj kasdfIt seems like there might have been a mix-up. Could you please provide a specific object or idea for the story?,2,3,,conv_69047c3cb0808196a74dc1d21882c94d0471c3c89a474f34,7.432291666666667,4.042583465576172,133.78125,97.02200317382812,0.0,0.0
